Sourcefile	20241002 190156 XenonTPDPlat.qmp
Exporttime	02.10.2024 19:23:39

Start Time	02.10.2024 19:21:07
End Time	02.10.2024 19:23:29

		Xe-132			Xe-131			Xe-129			Temp voltage	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Temp [Kelvin]	
02.10.2024 19:21:07	0,000	-1,116256e-014	02.10.2024 19:21:08	0,082	1,238533e-012	02.10.2024 19:21:08	0,161	1,133869e-013	02.10.2024 19:21:08	0,241	4,488109e001
02.10.2024 19:21:08	0,320	2,180838e-014	02.10.2024 19:21:08	0,400	-4,113413e-015	02.10.2024 19:21:08	0,479	9,863572e-015	02.10.2024 19:21:08	0,559	4,503980e001
02.10.2024 19:21:08	0,637	4,623972e-016	02.10.2024 19:21:08	0,719	1,160404e-012	02.10.2024 19:21:08	0,798	-7,191399e-014	02.10.2024 19:21:08	0,878	4,497631e001
02.10.2024 19:21:08	0,956	2,687586e-014	02.10.2024 19:21:09	1,038	1,242370e-013	02.10.2024 19:21:09	1,118	-8,646870e-014	02.10.2024 19:21:09	1,198	4,488109e001
02.10.2024 19:21:09	1,280	-1,044653e-014	02.10.2024 19:21:09	1,359	-1,746222e-013	02.10.2024 19:21:09	1,438	-1,299777e-013	02.10.2024 19:21:09	1,517	4,507154e001
02.10.2024 19:21:09	1,596	-5,614089e-015	02.10.2024 19:21:09	1,675	-8,622057e-014	02.10.2024 19:21:09	1,754	-4,944449e-015	02.10.2024 19:21:09	1,834	4,507154e001
02.10.2024 19:21:09	1,913	8,408010e-015	02.10.2024 19:21:09	1,992	-9,001563e-014	02.10.2024 19:21:10	2,074	-6,466516e-014	02.10.2024 19:21:10	2,153	4,497631e001
02.10.2024 19:21:10	2,232	1,556374e-014	02.10.2024 19:21:10	2,311	-6,493077e-014	02.10.2024 19:21:10	2,391	2,930354e-015	02.10.2024 19:21:10	2,470	4,507154e001
02.10.2024 19:21:10	2,549	7,276496e-014	02.10.2024 19:21:10	2,628	-1,888170e-014	02.10.2024 19:21:10	2,706	-2,180135e-015	02.10.2024 19:21:10	2,789	4,542068e001
02.10.2024 19:21:10	2,868	1,239192e-013	02.10.2024 19:21:10	2,956	-1,700373e-014	02.10.2024 19:21:11	3,036	-8,901236e-015	02.10.2024 19:21:11	3,116	4,513502e001
02.10.2024 19:21:11	3,194	1,478209e-014	02.10.2024 19:21:11	3,278	2,276002e-013	02.10.2024 19:21:11	3,357	9,939505e-014	02.10.2024 19:21:11	3,437	4,450021e001
02.10.2024 19:21:11	3,517	2,440789e-015	02.10.2024 19:21:11	3,597	2,997081e-013	02.10.2024 19:21:11	3,676	1,207670e-013	02.10.2024 19:21:11	3,755	4,545242e001
