Sourcefile	20241002 160911 XenonTPDPlat.qmp
Exporttime	02.10.2024 16:17:31

Start Time	02.10.2024 16:14:42
End Time	02.10.2024 16:17:17

		Xe-132			Xe-131			Xe-129			Temp voltage	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Temp [Kelvin]	
02.10.2024 16:14:42	0,000	8,641191e-015	02.10.2024 16:14:42	0,080	1,931664e-013	02.10.2024 16:14:43	0,160	1,116509e-012	02.10.2024 16:14:43	0,246	4,621420e001
02.10.2024 16:14:43	0,325	2,094233e-013	02.10.2024 16:14:43	0,404	5,057052e-012	02.10.2024 16:14:43	0,491	-6,736752e-014	02.10.2024 16:14:43	0,571	4,589679e001
02.10.2024 16:14:43	0,650	5,840558e-015	02.10.2024 16:14:43	0,731	2,814027e-013	02.10.2024 16:14:43	0,811	1,472925e-013	02.10.2024 16:14:43	0,891	4,576983e001
02.10.2024 16:14:43	0,971	-1,061228e-015	02.10.2024 16:14:43	1,062	2,569927e-012	02.10.2024 16:14:44	1,142	7,092511e-014	02.10.2024 16:14:44	1,223	4,589679e001
02.10.2024 16:14:44	1,302	4,524081e-014	02.10.2024 16:14:44	1,385	6,373306e-012	02.10.2024 16:14:44	1,464	-5,125198e-014	02.10.2024 16:14:44	1,551	4,586505e001
02.10.2024 16:14:44	1,629	1,039828e-013	02.10.2024 16:14:44	1,712	-1,389559e-013	02.10.2024 16:14:44	1,792	1,263429e-013	02.10.2024 16:14:44	1,878	4,599201e001
02.10.2024 16:14:44	1,957	1,143276e-013	02.10.2024 16:14:44	2,041	1,706157e-013	02.10.2024 16:14:44	2,121	-1,662346e-013	02.10.2024 16:14:45	2,201	4,608724e001
02.10.2024 16:14:45	2,279	5,487974e-014	02.10.2024 16:14:45	2,360	4,417558e-013	02.10.2024 16:14:45	2,440	-6,599716e-014	02.10.2024 16:14:45	2,520	4,570635e001
02.10.2024 16:14:45	2,598	2,887334e-016	02.10.2024 16:14:45	2,685	3,342080e-012	02.10.2024 16:14:45	2,764	4,967866e-014	02.10.2024 16:14:45	2,843	4,545242e001
02.10.2024 16:14:45	2,922	-3,209011e-015	02.10.2024 16:14:45	3,008	1,253959e-012	02.10.2024 16:14:45	3,088	-1,401846e-015	02.10.2024 16:14:46	3,169	4,538894e001
02.10.2024 16:14:46	3,247	9,764805e-014	02.10.2024 16:14:46	3,327	1,734867e-013	02.10.2024 16:14:46	3,406	-1,534062e-014	02.10.2024 16:14:46	3,487	4,561113e001
02.10.2024 16:14:46	3,567	-5,081829e-014	02.10.2024 16:14:46	3,654	1,048266e-013	02.10.2024 16:14:46	3,734	1,950334e-013	02.10.2024 16:14:46	3,814	4,580157e001
02.10.2024 16:14:46	3,893	5,370833e-015	02.10.2024 16:14:46	3,978	1,302811e-013	02.10.2024 16:14:46	4,057	-7,381270e-014	02.10.2024 16:14:47	4,135	4,557939e001
02.10.2024 16:14:47	4,215	-5,566355e-014	02.10.2024 16:14:47	4,297	1,183741e-011	02.10.2024 16:14:47	4,376	6,389697e-013	02.10.2024 16:14:47	4,458	4,611897e001
02.10.2024 16:14:47	4,538	-7,347574e-014	02.10.2024 16:14:47	4,619	-4,645688e-016	02.10.2024 16:14:47	4,699	-1,358607e-013	02.10.2024 16:14:47	4,778	4,599201e001
02.10.2024 16:14:47	4,857	2,952634e-015	02.10.2024 16:14:47	4,936	3,121618e-012	02.10.2024 16:14:47	5,015	-3,911092e-014	02.10.2024 16:14:47	5,094	4,551590e001
02.10.2024 16:14:48	5,172	-1,659628e-014	02.10.2024 16:14:48	5,255	6,086867e-015	02.10.2024 16:14:48	5,334	-1,301655e-013	02.10.2024 16:14:48	5,413	4,570635e001
02.10.2024 16:14:48	5,492	-6,108839e-015	02.10.2024 16:14:48	5,576	3,301324e-014	02.10.2024 16:14:48	5,656	9,348190e-014	02.10.2024 16:14:48	5,736	4,567461e001
02.10.2024 16:14:48	5,815	-7,763217e-014	02.10.2024 16:14:48	5,893	1,840120e-012	02.10.2024 16:14:48	5,972	3,350568e-013	02.10.2024 16:14:48	6,052	4,583331e001
02.10.2024 16:14:48	6,130	1,184166e-014	02.10.2024 16:14:49	6,211	9,623485e-013	02.10.2024 16:14:49	6,292	6,276098e-014	02.10.2024 16:14:49	6,371	4,589679e001
02.10.2024 16:14:49	6,450	4,597113e-015	02.10.2024 16:14:49	6,530	1,038606e-012	02.10.2024 16:14:49	6,609	-6,370501e-014	02.10.2024 16:14:49	6,690	4,576983e001
02.10.2024 16:14:49	6,768	-5,157796e-015	02.10.2024 16:14:49	6,857	4,737818e-012	02.10.2024 16:14:49	6,936	-9,936213e-014	02.10.2024 16:14:49	7,017	4,576983e001
02.10.2024 16:14:49	7,095	-2,339760e-015	02.10.2024 16:14:50	7,180	1,551932e-012	02.10.2024 16:14:50	7,259	1,229240e-013	02.10.2024 16:14:50	7,339	4,567461e001
02.10.2024 16:14:50	7,418	-1,526004e-014	02.10.2024 16:14:50	7,505	1,658295e-013	02.10.2024 16:14:50	7,583	-1,166067e-014	02.10.2024 16:14:50	7,663	4,627768e001
02.10.2024 16:14:50	7,742	1,463831e-014	02.10.2024 16:14:50	7,823	1,971408e-012	02.10.2024 16:14:50	7,902	1,277865e-014	02.10.2024 16:14:50	7,984	4,605549e001
02.10.2024 16:14:50	8,062	8,811377e-014	02.10.2024 16:14:51	8,142	1,730720e-012	02.10.2024 16:14:51	8,221	-1,521792e-015	02.10.2024 16:14:51	8,301	4,535720e001
02.10.2024 16:14:51	8,387	1,333201e-014	02.10.2024 16:14:51	8,467	1,614364e-012	02.10.2024 16:14:51	8,545	-4,203213e-014	02.10.2024 16:14:51	8,624	4,596027e001
