Sourcefile	20241001 171504 XenonTPDPlat.qmp
Exporttime	01.10.2024 17:22:14

Start Time	01.10.2024 17:19:37
End Time	01.10.2024 17:22:06

		Xe-132			Xe-131			Xe-129			Temp voltage	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Temp [Kelvin]	
01.10.2024 17:19:37	0,000	1,374966e-013	01.10.2024 17:19:38	0,084	1,728814e-013	01.10.2024 17:19:38	0,163	7,444242e-014	01.10.2024 17:19:38	0,243	4,954695e001
01.10.2024 17:19:38	0,323	1,683859e-014	01.10.2024 17:19:38	0,403	2,391863e-014	01.10.2024 17:19:38	0,482	-5,788091e-014	01.10.2024 17:19:38	0,562	4,973739e001
01.10.2024 17:19:38	0,641	1,832499e-015	01.10.2024 17:19:38	0,720	3,047431e-014	01.10.2024 17:19:38	0,800	1,480589e-014	01.10.2024 17:19:38	0,879	4,986435e001
01.10.2024 17:19:38	0,957	1,387468e-014	01.10.2024 17:19:39	1,040	-1,201408e-014	01.10.2024 17:19:39	1,119	1,210536e-014	01.10.2024 17:19:39	1,198	4,948347e001
01.10.2024 17:19:39	1,276	-1,709499e-015	01.10.2024 17:19:39	1,356	2,743973e-013	01.10.2024 17:19:39	1,435	3,329877e-015	01.10.2024 17:19:39	1,514	5,030872e001
01.10.2024 17:19:39	1,592	-5,656025e-014	01.10.2024 17:19:39	1,672	-5,630265e-014	01.10.2024 17:19:39	1,750	-5,521312e-016	01.10.2024 17:19:39	1,834	4,980088e001
01.10.2024 17:19:39	1,913	-1,445427e-014	01.10.2024 17:19:39	1,993	2,578839e-013	01.10.2024 17:19:40	2,073	-5,415206e-014	01.10.2024 17:19:40	2,153	4,986435e001
01.10.2024 17:19:40	2,230	-1,151355e-014	01.10.2024 17:19:40	2,308	1,074011e-013	01.10.2024 17:19:40	2,387	1,388018e-014	01.10.2024 17:19:40	2,468	5,002306e001
01.10.2024 17:19:40	2,547	3,509957e-016	01.10.2024 17:19:40	2,626	1,661855e-013	01.10.2024 17:19:40	2,705	1,330400e-013	01.10.2024 17:19:40	2,788	4,983262e001
01.10.2024 17:19:40	2,867	1,282992e-014	01.10.2024 17:19:40	2,950	-9,904465e-014	01.10.2024 17:19:41	3,029	-6,160725e-014	01.10.2024 17:19:41	3,108	4,951521e001
01.10.2024 17:19:41	3,187	3,295082e-015	01.10.2024 17:19:41	3,266	2,747651e-014	01.10.2024 17:19:41	3,346	-1,392689e-015	01.10.2024 17:19:41	3,425	4,957869e001
01.10.2024 17:19:41	3,503	3,427530e-015	01.10.2024 17:19:41	3,582	4,695734e-013	01.10.2024 17:19:41	3,661	-3,555442e-015	01.10.2024 17:19:41	3,740	4,948347e001
01.10.2024 17:19:41	3,819	3,807839e-015	01.10.2024 17:19:41	3,899	-3,108903e-015	01.10.2024 17:19:41	3,977	-2,410176e-014	01.10.2024 17:19:42	4,057	5,005480e001
01.10.2024 17:19:42	4,137	2,897081e-015	01.10.2024 17:19:42	4,217	-9,784336e-014	01.10.2024 17:19:42	4,296	-5,465056e-014	01.10.2024 17:19:42	4,375	4,980088e001
01.10.2024 17:19:42	4,454	2,618331e-014	01.10.2024 17:19:42	4,541	-2,255647e-013	01.10.2024 17:19:42	4,619	-6,846235e-015	01.10.2024 17:19:42	4,699	4,951521e001
01.10.2024 17:19:42	4,778	8,233122e-015	01.10.2024 17:19:42	4,858	1,250147e-012	01.10.2024 17:19:42	4,938	1,957086e-014	01.10.2024 17:19:43	5,018	4,935651e001
01.10.2024 17:19:43	5,096	-3,828898e-015	01.10.2024 17:19:43	5,178	6,185846e-013	01.10.2024 17:19:43	5,264	-7,490692e-014	01.10.2024 17:19:43	5,344	4,992784e001
01.10.2024 17:19:43	5,422	-1,478910e-014	01.10.2024 17:19:43	5,501	-1,327039e-013	01.10.2024 17:19:43	5,583	-7,129440e-014	01.10.2024 17:19:43	5,663	4,980088e001
