Sourcefile	20240910 100339 XenonTPDPlat.qmp
Exporttime	10.09.2024 10:09:56

Start Time	10.09.2024 10:07:24
End Time	10.09.2024 10:09:48

		Xe-132			Xe-131			Xe-129			Temp voltage	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Temp [Kelvin]	
10.09.2024 10:07:24	0,000	3,464481e-015	10.09.2024 10:07:24	0,079	7,302220e-014	10.09.2024 10:07:24	0,158	-1,327707e-014	10.09.2024 10:07:24	0,237	5,040395e001
10.09.2024 10:07:24	0,316	4,674647e-015	10.09.2024 10:07:24	0,396	2,587900e-015	10.09.2024 10:07:24	0,475	-3,582589e-014	10.09.2024 10:07:24	0,562	5,068961e001
10.09.2024 10:07:24	0,640	1,040380e-014	10.09.2024 10:07:24	0,724	-1,384333e-013	10.09.2024 10:07:24	0,805	1,141503e-013	10.09.2024 10:07:24	0,884	5,049917e001
10.09.2024 10:07:25	0,963	-5,599404e-014	10.09.2024 10:07:25	1,042	1,170077e-013	10.09.2024 10:07:25	1,120	-1,550391e-014	10.09.2024 10:07:25	1,200	5,018176e001
10.09.2024 10:07:25	1,279	1,087840e-014	10.09.2024 10:07:25	1,363	8,727171e-013	10.09.2024 10:07:25	1,442	-1,182285e-013	10.09.2024 10:07:25	1,521	5,027698e001
10.09.2024 10:07:25	1,600	-1,120742e-014	10.09.2024 10:07:25	1,679	6,186355e-014	10.09.2024 10:07:25	1,757	-5,494752e-015	10.09.2024 10:07:25	1,838	5,056265e001
10.09.2024 10:07:25	1,916	-1,628861e-014	10.09.2024 10:07:26	1,997	1,601321e-012	10.09.2024 10:07:26	2,076	1,593243e-014	10.09.2024 10:07:26	2,155	5,043569e001
10.09.2024 10:07:26	2,234	-1,070168e-014	10.09.2024 10:07:26	2,316	2,470670e-013	10.09.2024 10:07:26	2,395	1,896869e-014	10.09.2024 10:07:26	2,474	5,008654e001
10.09.2024 10:07:26	2,553	-6,655139e-014	10.09.2024 10:07:26	2,633	1,194863e-012	10.09.2024 10:07:26	2,713	-8,286843e-015	10.09.2024 10:07:26	2,794	5,034046e001
10.09.2024 10:07:26	2,873	4,418265e-015	10.09.2024 10:07:27	2,952	2,051257e-013	10.09.2024 10:07:27	3,030	7,272924e-015	10.09.2024 10:07:27	3,109	5,072135e001
10.09.2024 10:07:27	3,189	1,562080e-014	10.09.2024 10:07:27	3,268	-2,262762e-013	10.09.2024 10:07:27	3,347	-6,431466e-015	10.09.2024 10:07:27	3,426	5,046743e001
10.09.2024 10:07:27	3,504	2,800331e-015	10.09.2024 10:07:27	3,586	-3,228396e-014	10.09.2024 10:07:27	3,665	1,735533e-014	10.09.2024 10:07:27	3,743	5,072135e001
10.09.2024 10:07:27	3,823	-1,730557e-014	10.09.2024 10:07:27	3,902	1,034452e-013	10.09.2024 10:07:28	3,982	-9,633135e-015	10.09.2024 10:07:28	4,060	5,021350e001
10.09.2024 10:07:28	4,139	9,680136e-015	10.09.2024 10:07:28	4,224	2,031953e-014	10.09.2024 10:07:28	4,303	3,854536e-015	10.09.2024 10:07:28	4,383	5,065787e001
