Sourcefile	20240910 125005 XenonTPDPlat.qmp
Exporttime	10.09.2024 12:52:54

Start Time	10.09.2024 12:50:13
End Time	10.09.2024 12:52:45

		Xe-132			Xe-131			Xe-129			Temp voltage	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Temp [Kelvin]	
10.09.2024 12:50:13	0,000	1,418203e-014	10.09.2024 12:50:13	0,081	-9,451684e-014	10.09.2024 12:50:13	0,161	5,827740e-015	10.09.2024 12:50:13	0,241	4,859473e001
10.09.2024 12:50:13	0,321	3,313700e-015	10.09.2024 12:50:13	0,401	2,262966e-012	10.09.2024 12:50:13	0,480	5,334514e-014	10.09.2024 12:50:13	0,559	4,865822e001
10.09.2024 12:50:14	0,637	1,513245e-014	10.09.2024 12:50:14	0,718	2,098764e-013	10.09.2024 12:50:14	0,797	3,324689e-015	10.09.2024 12:50:14	0,881	4,862648e001
10.09.2024 12:50:14	0,960	1,190148e-014	10.09.2024 12:50:14	1,045	1,456382e-012	10.09.2024 12:50:14	1,125	2,378984e-014	10.09.2024 12:50:14	1,210	4,834081e001
10.09.2024 12:50:14	1,290	9,720736e-014	10.09.2024 12:50:14	1,374	2,375950e-012	10.09.2024 12:50:14	1,453	8,742222e-015	10.09.2024 12:50:14	1,533	4,859473e001
10.09.2024 12:50:15	1,612	-7,452936e-014	10.09.2024 12:50:15	1,695	2,527079e-013	10.09.2024 12:50:15	1,774	-3,543368e-014	10.09.2024 12:50:15	1,857	4,868996e001
10.09.2024 12:50:15	1,936	1,354840e-014	10.09.2024 12:50:15	2,022	-5,801398e-014	10.09.2024 12:50:15	2,102	7,825051e-015	10.09.2024 12:50:15	2,181	4,818211e001
10.09.2024 12:50:15	2,261	-6,516303e-016	10.09.2024 12:50:15	2,347	1,320195e-014	10.09.2024 12:50:15	2,427	-1,271547e-014	10.09.2024 12:50:15	2,507	4,818211e001
10.09.2024 12:50:16	2,586	1,282078e-014	10.09.2024 12:50:16	2,666	1,513917e-013	10.09.2024 12:50:16	2,746	5,100413e-015	10.09.2024 12:50:16	2,824	4,865822e001
10.09.2024 12:50:16	2,903	9,925834e-015	10.09.2024 12:50:16	2,982	1,053382e-014	10.09.2024 12:50:16	3,062	1,500122e-013	10.09.2024 12:50:16	3,143	4,843603e001
10.09.2024 12:50:16	3,222	1,657245e-014	10.09.2024 12:50:16	3,307	-8,642105e-014	10.09.2024 12:50:16	3,388	7,409350e-015	10.09.2024 12:50:16	3,468	4,811863e001
