Sourcefile	20240910 105524 XenonTPDPlat.qmp
Exporttime	10.09.2024 10:58:33

Start Time	10.09.2024 10:55:37
End Time	10.09.2024 10:58:12

		Xe-132			Xe-131			Xe-129			Temp voltage	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Temp [Kelvin]	
10.09.2024 10:55:37	0,000	1,046728e-014	10.09.2024 10:55:37	0,084	-1,322888e-013	10.09.2024 10:55:37	0,164	-5,588055e-014	10.09.2024 10:55:37	0,249	4,808689e001
10.09.2024 10:55:37	0,330	-4,783606e-015	10.09.2024 10:55:37	0,412	3,071928e-015	10.09.2024 10:55:37	0,491	-3,447076e-014	10.09.2024 10:55:37	0,571	4,792818e001
10.09.2024 10:55:37	0,650	-1,769320e-015	10.09.2024 10:55:37	0,728	8,136733e-013	10.09.2024 10:55:37	0,812	3,494688e-015	10.09.2024 10:55:38	0,890	4,754730e001
10.09.2024 10:55:38	0,970	5,283221e-016	10.09.2024 10:55:38	1,049	-1,210375e-013	10.09.2024 10:55:38	1,129	6,098737e-014	10.09.2024 10:55:38	1,208	4,773774e001
10.09.2024 10:55:38	1,287	1,832255e-014	10.09.2024 10:55:38	1,368	-4,534917e-014	10.09.2024 10:55:38	1,448	-4,727137e-014	10.09.2024 10:55:38	1,527	4,770600e001
10.09.2024 10:55:38	1,606	-5,455077e-015	10.09.2024 10:55:38	1,691	-3,638508e-014	10.09.2024 10:55:38	1,771	9,516848e-015	10.09.2024 10:55:38	1,849	4,761078e001
10.09.2024 10:55:39	1,928	-3,399461e-015	10.09.2024 10:55:39	2,007	1,015422e-013	10.09.2024 10:55:39	2,086	-6,818458e-014	10.09.2024 10:55:39	2,165	4,776948e001
10.09.2024 10:55:39	2,245	2,761842e-014	10.09.2024 10:55:39	2,325	7,514011e-013	10.09.2024 10:55:39	2,404	8,977845e-015	10.09.2024 10:55:39	2,483	4,849951e001
10.09.2024 10:55:39	2,564	2,346482e-015	10.09.2024 10:55:39	2,643	-5,370864e-014	10.09.2024 10:55:39	2,723	8,037786e-015	10.09.2024 10:55:39	2,801	4,783296e001
10.09.2024 10:55:40	2,880	8,102799e-015	10.09.2024 10:55:40	2,959	-4,411032e-014	10.09.2024 10:55:40	3,038	1,437920e-014	10.09.2024 10:55:40	3,115	4,713467e001
10.09.2024 10:55:40	3,196	1,772738e-014	10.09.2024 10:55:40	3,275	2,257721e-014	10.09.2024 10:55:40	3,354	-5,724300e-014	10.09.2024 10:55:40	3,433	4,751556e001
10.09.2024 10:55:40	3,514	2,266819e-015	10.09.2024 10:55:40	3,593	-5,471551e-015	10.09.2024 10:55:40	3,672	-1,148517e-014	10.09.2024 10:55:40	3,751	4,754730e001
10.09.2024 10:55:40	3,831	-6,945886e-014	10.09.2024 10:55:41	3,910	-6,649499e-014	10.09.2024 10:55:41	3,992	2,461118e-014	10.09.2024 10:55:41	4,071	4,751556e001
10.09.2024 10:55:41	4,151	7,814358e-015	10.09.2024 10:55:41	4,232	1,072995e-012	10.09.2024 10:55:41	4,310	1,284751e-013	10.09.2024 10:55:41	4,389	4,799167e001
10.09.2024 10:55:41	4,469	1,296667e-014	10.09.2024 10:55:41	4,551	-2,322975e-014	10.09.2024 10:55:41	4,630	1,974965e-013	10.09.2024 10:55:41	4,715	4,789644e001
10.09.2024 10:55:41	4,795	3,630509e-015	10.09.2024 10:55:42	4,878	1,704767e-013	10.09.2024 10:55:42	4,958	-4,285495e-015	10.09.2024 10:55:42	5,036	4,776948e001
10.09.2024 10:55:42	5,116	2,486784e-014	10.09.2024 10:55:42	5,196	8,208709e-015	10.09.2024 10:55:42	5,275	1,224597e-013	10.09.2024 10:55:42	5,353	4,754730e001
10.09.2024 10:55:42	5,433	9,795356e-014	10.09.2024 10:55:42	5,511	-1,214598e-013	10.09.2024 10:55:42	5,591	2,297339e-014	10.09.2024 10:55:42	5,669	4,808689e001
10.09.2024 10:55:42	5,749	1,136034e-014	10.09.2024 10:55:42	5,833	-7,769690e-014	10.09.2024 10:55:43	5,913	9,311135e-015	10.09.2024 10:55:43	5,992	4,802341e001
10.09.2024 10:55:43	6,072	5,646436e-015	10.09.2024 10:55:43	6,152	-4,409657e-014	10.09.2024 10:55:43	6,231	9,045600e-015	10.09.2024 10:55:43	6,310	4,783296e001
10.09.2024 10:55:43	6,390	2,112960e-014	10.09.2024 10:55:43	6,482	1,123644e-012	10.09.2024 10:55:43	6,561	-2,290563e-014	10.09.2024 10:55:43	6,640	4,726163e001
10.09.2024 10:55:43	6,720	-4,231167e-015	10.09.2024 10:55:43	6,800	4,049871e-013	10.09.2024 10:55:44	6,884	-1,076303e-013	10.09.2024 10:55:44	6,967	4,761078e001
10.09.2024 10:55:44	7,046	-6,746734e-015	10.09.2024 10:55:44	7,126	4,002834e-014	10.09.2024 10:55:44	7,205	3,356124e-015	10.09.2024 10:55:44	7,285	4,786470e001
10.09.2024 10:55:44	7,364	9,074901e-015	10.09.2024 10:55:44	7,444	-1,343878e-013	10.09.2024 10:55:44	7,523	-6,566174e-014	10.09.2024 10:55:44	7,601	4,776948e001
10.09.2024 10:55:44	7,681	1,627884e-014	10.09.2024 10:55:44	7,765	-3,417743e-014	10.09.2024 10:55:44	7,844	-1,412528e-015	10.09.2024 10:55:45	7,921	4,802341e001
10.09.2024 10:55:45	8,001	3,276765e-015	10.09.2024 10:55:45	8,089	-5,429314e-014	10.09.2024 10:55:45	8,169	1,638872e-014	10.09.2024 10:55:45	8,248	4,792818e001
10.09.2024 10:55:45	8,327	1,596571e-015	10.09.2024 10:55:45	8,410	2,834085e-013	10.09.2024 10:55:45	8,489	7,763552e-014	10.09.2024 10:55:45	8,568	4,792818e001
10.09.2024 10:55:45	8,648	-1,313057e-014	10.09.2024 10:55:45	8,728	-6,705414e-014	10.09.2024 10:55:45	8,808	-9,344101e-015	10.09.2024 10:55:46	8,888	4,742033e001
10.09.2024 10:55:46	8,967	3,721464e-015	10.09.2024 10:55:46	9,046	-6,602370e-014	10.09.2024 10:55:46	9,128	-1,704906e-015	10.09.2024 10:55:46	9,207	4,786470e001
10.09.2024 10:55:46	9,287	1,492490e-015	10.09.2024 10:55:46	9,374	1,460749e-013	10.09.2024 10:55:46	9,453	-5,822764e-014	10.09.2024 10:55:46	9,531	4,748382e001
10.09.2024 10:55:46	9,612	-4,174696e-015	10.09.2024 10:55:46	9,692	-1,249584e-013	10.09.2024 10:55:46	9,771	1,245727e-014	10.09.2024 10:55:46	9,849	4,792818e001
10.09.2024 10:55:47	9,929	1,397907e-014	10.09.2024 10:55:47	10,008	-5,296728e-014	10.09.2024 10:55:47	10,088	-7,211577e-015	10.09.2024 10:55:47	10,166	4,792818e001
10.09.2024 10:55:47	10,245	-8,203699e-014	10.09.2024 10:55:47	10,324	-4,926461e-015	10.09.2024 10:55:47	10,404	-6,251067e-014	10.09.2024 10:55:47	10,483	4,780122e001
10.09.2024 10:55:47	10,563	-3,751983e-014	10.09.2024 10:55:47	10,642	2,756519e-013	10.09.2024 10:55:47	10,721	-4,227508e-015	10.09.2024 10:55:47	10,799	4,767426e001
10.09.2024 10:55:48	10,879	2,993529e-015	10.09.2024 10:55:48	10,959	-1,423533e-013	10.09.2024 10:55:48	11,038	2,345928e-014	10.09.2024 10:55:48	11,117	4,754730e001
10.09.2024 10:55:48	11,198	3,793033e-014	10.09.2024 10:55:48	11,279	2,158406e-012	10.09.2024 10:55:48	11,358	1,426208e-013	10.09.2024 10:55:48	11,437	4,776948e001
10.09.2024 10:55:48	11,515	-7,517089e-015	10.09.2024 10:55:48	11,594	2,081523e-014	10.09.2024 10:55:48	11,674	1,073922e-013	10.09.2024 10:55:48	11,753	4,776948e001
10.09.2024 10:55:48	11,833	-1,662796e-015	10.09.2024 10:55:49	11,913	1,600814e-013	10.09.2024 10:55:49	11,993	-2,521976e-015	10.09.2024 10:55:49	12,071	4,738860e001
10.09.2024 10:55:49	12,151	2,062629e-014	10.09.2024 10:55:49	12,230	-1,434459e-013	10.09.2024 10:55:49	12,310	-2,154438e-014	10.09.2024 10:55:49	12,388	4,735686e001
10.09.2024 10:55:49	12,469	1,291943e-013	10.09.2024 10:55:49	12,548	2,924112e-013	10.09.2024 10:55:49	12,627	2,859844e-015	10.09.2024 10:55:49	12,705	4,745208e001
10.09.2024 10:55:49	12,785	1,947168e-014	10.09.2024 10:55:50	12,865	-2,727965e-014	10.09.2024 10:55:50	12,944	1,120406e-013	10.09.2024 10:55:50	13,022	4,761078e001
10.09.2024 10:55:50	13,102	1,652115e-015	10.09.2024 10:55:50	13,183	1,094521e-012	10.09.2024 10:55:50	13,262	-1,525883e-014	10.09.2024 10:55:50	13,341	4,754730e001
10.09.2024 10:55:50	13,421	1,342418e-014	10.09.2024 10:55:50	13,501	8,166308e-014	10.09.2024 10:55:50	13,580	-7,060492e-014	10.09.2024 10:55:50	13,659	4,757904e001
10.09.2024 10:55:50	13,740	2,070261e-014	10.09.2024 10:55:50	13,819	-5,673483e-014	10.09.2024 10:55:51	13,899	4,835795e-014	10.09.2024 10:55:51	13,978	4,786470e001
10.09.2024 10:55:51	14,057	1,643358e-014	10.09.2024 10:55:51	14,145	6,682243e-013	10.09.2024 10:55:51	14,224	-8,683300e-016	10.09.2024 10:55:51	14,303	4,754730e001
10.09.2024 10:55:51	14,383	6,312142e-014	10.09.2024 10:55:51	14,468	-3,411947e-014	10.09.2024 10:55:51	14,547	1,273956e-013	10.09.2024 10:55:51	14,626	4,754730e001
10.09.2024 10:55:51	14,706	1,110579e-014	10.09.2024 10:55:51	14,785	5,133956e-014	10.09.2024 10:55:52	14,865	-4,002865e-015	10.09.2024 10:55:52	14,944	4,789644e001
10.09.2024 10:55:52	15,023	1,882217e-014	10.09.2024 10:55:52	15,102	-6,381607e-014	10.09.2024 10:55:52	15,181	-5,032660e-015	10.09.2024 10:55:52	15,259	4,767426e001
10.09.2024 10:55:52	15,338	3,045111e-015	10.09.2024 10:55:52	15,417	-1,552887e-013	10.09.2024 10:55:52	15,497	1,114330e-015	10.09.2024 10:55:52	15,576	4,716641e001
10.09.2024 10:55:52	15,655	8,599681e-015	10.09.2024 10:55:52	15,734	1,358565e-014	10.09.2024 10:55:52	15,813	-5,762607e-014	10.09.2024 10:55:53	15,892	4,748382e001
10.09.2024 10:55:53	15,971	-5,948422e-014	10.09.2024 10:55:53	16,058	3,449206e-015	10.09.2024 10:55:53	16,137	9,949938e-016	10.09.2024 10:55:53	16,216	4,780122e001
10.09.2024 10:55:53	16,296	-1,572151e-015	10.09.2024 10:55:53	16,376	5,761815e-013	10.09.2024 10:55:53	16,456	2,807564e-014	10.09.2024 10:55:53	16,538	4,726163e001
10.09.2024 10:55:53	16,617	1,959895e-014	10.09.2024 10:55:53	16,697	2,366527e-014	10.09.2024 10:55:53	16,776	-5,908005e-015	10.09.2024 10:55:53	16,855	4,770600e001
10.09.2024 10:55:54	16,935	-5,964228e-014	10.09.2024 10:55:54	17,014	-4,532051e-014	10.09.2024 10:55:54	17,093	-7,501527e-015	10.09.2024 10:55:54	17,174	4,776948e001
10.09.2024 10:55:54	17,255	1,530430e-014	10.09.2024 10:55:54	17,337	4,838387e-014	10.09.2024 10:55:54	17,416	5,312386e-014	10.09.2024 10:55:54	17,495	4,770600e001
10.09.2024 10:55:54	17,574	2,046332e-014	10.09.2024 10:55:54	17,655	1,391649e-014	10.09.2024 10:55:54	17,734	1,439354e-014	10.09.2024 10:55:54	17,813	4,754730e001
10.09.2024 10:55:55	17,892	-6,714896e-014	10.09.2024 10:55:55	17,972	-6,756989e-014	10.09.2024 10:55:55	18,051	6,518131e-015	10.09.2024 10:55:55	18,131	4,818211e001
10.09.2024 10:55:55	18,211	6,030988e-016	10.09.2024 10:55:55	18,289	1,281501e-013	10.09.2024 10:55:55	18,368	1,856489e-014	10.09.2024 10:55:55	18,447	4,795992e001
10.09.2024 10:55:55	18,526	7,458184e-015	10.09.2024 10:55:55	18,605	-9,569870e-014	10.09.2024 10:55:55	18,684	1,495208e-014	10.09.2024 10:55:55	18,770	4,808689e001
10.09.2024 10:55:55	18,850	-5,799839e-014	10.09.2024 10:55:56	18,928	4,819679e-014	10.09.2024 10:55:56	19,008	-1,017274e-015	10.09.2024 10:55:56	19,086	4,770600e001
10.09.2024 10:55:56	19,166	1,815773e-014	10.09.2024 10:55:56	19,245	-2,683828e-014	10.09.2024 10:55:56	19,324	-8,845992e-015	10.09.2024 10:55:56	19,402	4,751556e001
10.09.2024 10:55:56	19,482	6,739102e-015	10.09.2024 10:55:56	19,561	-1,140254e-013	10.09.2024 10:55:56	19,639	7,123667e-016	10.09.2024 10:55:56	19,717	4,761078e001
10.09.2024 10:55:56	19,797	1,146991e-014	10.09.2024 10:55:57	19,877	1,272646e-013	10.09.2024 10:55:57	19,956	-7,227474e-014	10.09.2024 10:55:57	20,033	4,776948e001
10.09.2024 10:55:57	20,113	1,353437e-014	10.09.2024 10:55:57	20,199	3,043982e-014	10.09.2024 10:55:57	20,278	1,461664e-015	10.09.2024 10:55:57	20,358	4,761078e001
10.09.2024 10:55:57	20,437	7,701443e-015	10.09.2024 10:55:57	20,516	-1,061824e-013	10.09.2024 10:55:57	20,595	8,594790e-016	10.09.2024 10:55:57	20,673	4,776948e001
