Sourcefile	20240911 115152 XenonTPDPlat.qmp
Exporttime	11.09.2024 12:17:56

Start Time	11.09.2024 12:15:10
End Time	11.09.2024 12:17:34

		Xe-132			Xe-131			Xe-129			Temp voltage	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Temp [Kelvin]	
11.09.2024 12:15:10	0,000	1,349088e-013	11.09.2024 12:15:10	0,080	-2,706938e-014	11.09.2024 12:15:10	0,159	-3,646990e-015	11.09.2024 12:15:10	0,249	5,253056e001
11.09.2024 12:15:10	0,327	-8,073186e-014	11.09.2024 12:15:10	0,407	2,771159e-014	11.09.2024 12:15:10	0,486	2,078837e-014	11.09.2024 12:15:10	0,565	5,338755e001
11.09.2024 12:15:10	0,645	5,305825e-015	11.09.2024 12:15:10	0,724	2,693708e-012	11.09.2024 12:15:10	0,804	-4,516730e-014	11.09.2024 12:15:11	0,884	5,357800e001
11.09.2024 12:15:11	0,963	6,061867e-014	11.09.2024 12:15:11	1,043	-1,104734e-013	11.09.2024 12:15:11	1,123	4,515322e-014	11.09.2024 12:15:11	1,203	5,316537e001
11.09.2024 12:15:11	1,289	-6,155839e-015	11.09.2024 12:15:11	1,368	1,113395e-013	11.09.2024 12:15:11	1,450	-1,341873e-013	11.09.2024 12:15:11	1,530	5,335581e001
11.09.2024 12:15:11	1,610	1,117232e-014	11.09.2024 12:15:11	1,693	-6,601391e-014	11.09.2024 12:15:11	1,772	-7,076064e-014	11.09.2024 12:15:11	1,853	5,332407e001
11.09.2024 12:15:12	1,931	2,705497e-013	11.09.2024 12:15:12	2,016	-2,849592e-014	11.09.2024 12:15:12	2,096	1,103684e-013	11.09.2024 12:15:12	2,176	5,281622e001
11.09.2024 12:15:12	2,255	1,306827e-013	11.09.2024 12:15:12	2,335	7,745088e-013	11.09.2024 12:15:12	2,414	9,844464e-014	11.09.2024 12:15:12	2,503	5,307015e001
11.09.2024 12:15:12	2,581	-7,175568e-015	11.09.2024 12:15:12	2,667	5,369922e-014	11.09.2024 12:15:12	2,747	6,501055e-016	11.09.2024 12:15:12	2,826	5,310189e001
11.09.2024 12:15:13	2,904	8,426318e-015	11.09.2024 12:15:13	2,985	1,647555e-012	11.09.2024 12:15:13	3,064	2,359692e-014	11.09.2024 12:15:13	3,144	5,294319e001
