Sourcefile	20241001 163021 XenonTPDPlat.qmp
Exporttime	01.10.2024 17:00:03

Start Time	01.10.2024 16:57:14
End Time	01.10.2024 16:59:41

		Xe-132			Xe-131			Xe-129			Temp voltage	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Temp [Kelvin]	
01.10.2024 16:57:14	0,000	5,703518e-015	01.10.2024 16:57:15	0,081	9,716090e-013	01.10.2024 16:57:15	0,159	9,730887e-013	01.10.2024 16:57:15	0,238	5,053090e001
01.10.2024 16:57:15	0,318	1,027460e-013	01.10.2024 16:57:15	0,398	-3,277103e-014	01.10.2024 16:57:15	0,479	7,866037e-014	01.10.2024 16:57:15	0,566	5,056265e001
01.10.2024 16:57:15	0,646	-8,118684e-016	01.10.2024 16:57:15	0,725	-5,136159e-014	01.10.2024 16:57:15	0,807	-2,348888e-014	01.10.2024 16:57:15	0,887	5,065787e001
01.10.2024 16:57:15	0,966	3,627121e-014	01.10.2024 16:57:16	1,046	1,798010e-014	01.10.2024 16:57:16	1,131	1,923666e-013	01.10.2024 16:57:16	1,216	5,056265e001
01.10.2024 16:57:16	1,295	-5,386949e-014	01.10.2024 16:57:16	1,373	-1,450995e-013	01.10.2024 16:57:16	1,452	3,530704e-015	01.10.2024 16:57:16	1,531	5,040395e001
01.10.2024 16:57:16	1,609	1,139751e-013	01.10.2024 16:57:16	1,693	1,211759e-013	01.10.2024 16:57:16	1,777	-1,650471e-014	01.10.2024 16:57:16	1,863	5,072135e001
01.10.2024 16:57:16	1,944	1,915695e-014	01.10.2024 16:57:17	2,023	-1,241908e-014	01.10.2024 16:57:17	2,101	-4,460229e-014	01.10.2024 16:57:17	2,181	5,078483e001
01.10.2024 16:57:17	2,259	1,391155e-012	01.10.2024 16:57:17	2,339	-6,858231e-014	01.10.2024 16:57:17	2,417	1,495545e-013	01.10.2024 16:57:17	2,496	5,056265e001
01.10.2024 16:57:17	2,577	4,586100e-013	01.10.2024 16:57:17	2,656	5,964719e-014	01.10.2024 16:57:17	2,735	3,905107e-013	01.10.2024 16:57:17	2,815	5,056265e001
01.10.2024 16:57:17	2,895	1,100537e-013	01.10.2024 16:57:17	2,981	-1,119253e-013	01.10.2024 16:57:18	3,060	4,874368e-014	01.10.2024 16:57:18	3,147	5,068961e001
01.10.2024 16:57:18	3,227	1,219250e-013	01.10.2024 16:57:18	3,306	2,395858e-014	01.10.2024 16:57:18	3,385	2,224758e-013	01.10.2024 16:57:18	3,466	5,021350e001
01.10.2024 16:57:18	3,546	1,354654e-013	01.10.2024 16:57:18	3,625	9,411248e-013	01.10.2024 16:57:18	3,705	7,146195e-014	01.10.2024 16:57:18	3,785	5,037221e001
01.10.2024 16:57:18	3,863	1,710260e-014	01.10.2024 16:57:18	3,942	-6,893422e-014	01.10.2024 16:57:19	4,026	-5,879835e-014	01.10.2024 16:57:19	4,105	5,046743e001
01.10.2024 16:57:19	4,187	1,968772e-013	01.10.2024 16:57:19	4,270	4,756805e-014	01.10.2024 16:57:19	4,349	-1,083122e-013	01.10.2024 16:57:19	4,428	5,037221e001
01.10.2024 16:57:19	4,510	-7,872664e-014	01.10.2024 16:57:19	4,589	1,015276e-012	01.10.2024 16:57:19	4,669	2,112446e-012	01.10.2024 16:57:19	4,750	5,049917e001
01.10.2024 16:57:19	4,829	1,537700e-013	01.10.2024 16:57:19	4,915	3,606887e-014	01.10.2024 16:57:19	4,994	2,319772e-013	01.10.2024 16:57:20	5,072	5,078483e001
01.10.2024 16:57:20	5,153	6,389086e-013	01.10.2024 16:57:20	5,233	-1,071677e-013	01.10.2024 16:57:20	5,312	-4,178057e-015	01.10.2024 16:57:20	5,393	5,049917e001
01.10.2024 16:57:20	5,471	1,144894e-013	01.10.2024 16:57:20	5,551	1,533748e-013	01.10.2024 16:57:20	5,630	3,360460e-013	01.10.2024 16:57:20	5,710	5,091180e001
01.10.2024 16:57:20	5,789	-5,844008e-014	01.10.2024 16:57:20	5,869	-5,747476e-015	01.10.2024 16:57:20	5,948	2,684167e-013	01.10.2024 16:57:21	6,027	5,024524e001
01.10.2024 16:57:21	6,105	5,134965e-014	01.10.2024 16:57:21	6,185	-5,897358e-014	01.10.2024 16:57:21	6,264	-2,112113e-016	01.10.2024 16:57:21	6,342	5,078483e001
01.10.2024 16:57:21	6,422	2,806616e-014	01.10.2024 16:57:21	6,501	-6,269596e-014	01.10.2024 16:57:21	6,580	6,957361e-013	01.10.2024 16:57:21	6,665	5,046743e001
01.10.2024 16:57:21	6,744	2,916797e-014	01.10.2024 16:57:21	6,826	6,201347e-013	01.10.2024 16:57:21	6,913	-5,672843e-014	01.10.2024 16:57:21	6,993	5,008654e001
01.10.2024 16:57:22	7,073	-1,527894e-015	01.10.2024 16:57:22	7,154	5,946923e-014	01.10.2024 16:57:22	7,240	-1,255462e-013	01.10.2024 16:57:22	7,320	5,068961e001
