Sourcefile	20241001 172253 XenonTPDPlat.qmp
Exporttime	01.10.2024 17:42:38

Start Time	01.10.2024 17:40:03
End Time	01.10.2024 17:42:29

		Xe-132			Xe-131			Xe-129			Temp voltage	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Temp [Kelvin]	
01.10.2024 17:40:03	0,000	-6,919180e-015	01.10.2024 17:40:03	0,079	-7,285740e-014	01.10.2024 17:40:03	0,169	-6,945399e-014	01.10.2024 17:40:03	0,249	5,037221e001
01.10.2024 17:40:03	0,329	7,988641e-015	01.10.2024 17:40:03	0,409	2,528142e-013	01.10.2024 17:40:03	0,489	-1,254163e-013	01.10.2024 17:40:03	0,568	5,027698e001
01.10.2024 17:40:03	0,648	1,181602e-013	01.10.2024 17:40:03	0,728	-1,117434e-013	01.10.2024 17:40:03	0,808	-2,948665e-015	01.10.2024 17:40:03	0,887	5,015002e001
01.10.2024 17:40:04	0,966	-7,601024e-015	01.10.2024 17:40:04	1,045	1,437279e-013	01.10.2024 17:40:04	1,123	-9,908411e-015	01.10.2024 17:40:04	1,201	4,989610e001
01.10.2024 17:40:04	1,281	3,277379e-015	01.10.2024 17:40:04	1,360	1,768655e-013	01.10.2024 17:40:04	1,439	1,651813e-015	01.10.2024 17:40:04	1,517	5,037221e001
01.10.2024 17:40:04	1,597	-1,256647e-013	01.10.2024 17:40:04	1,676	-1,225617e-013	01.10.2024 17:40:04	1,755	-7,378160e-014	01.10.2024 17:40:04	1,834	5,056265e001
01.10.2024 17:40:05	1,922	2,608138e-014	01.10.2024 17:40:05	2,001	-9,160360e-014	01.10.2024 17:40:05	2,082	-9,367598e-014	01.10.2024 17:40:05	2,160	4,989610e001
01.10.2024 17:40:05	2,240	-3,434261e-015	01.10.2024 17:40:05	2,318	-1,278492e-013	01.10.2024 17:40:05	2,397	-1,102551e-014	01.10.2024 17:40:05	2,476	5,034046e001
01.10.2024 17:40:05	2,556	-8,909170e-015	01.10.2024 17:40:05	2,635	-6,240576e-014	01.10.2024 17:40:05	2,715	8,250518e-015	01.10.2024 17:40:05	2,795	5,021350e001
01.10.2024 17:40:05	2,874	-6,743685e-015	01.10.2024 17:40:06	2,953	3,489526e-014	01.10.2024 17:40:06	3,033	-7,543678e-014	01.10.2024 17:40:06	3,112	5,015002e001
01.10.2024 17:40:06	3,191	8,588707e-016	01.10.2024 17:40:06	3,278	-1,190667e-014	01.10.2024 17:40:06	3,357	2,474179e-014	01.10.2024 17:40:06	3,436	4,986435e001
01.10.2024 17:40:06	3,515	1,092683e-016	01.10.2024 17:40:06	3,594	-1,279420e-013	01.10.2024 17:40:06	3,673	1,527256e-014	01.10.2024 17:40:06	3,751	5,034046e001
01.10.2024 17:40:06	3,831	-1,291204e-014	01.10.2024 17:40:07	3,910	6,047516e-013	01.10.2024 17:40:07	3,989	1,289278e-013	01.10.2024 17:40:07	4,067	5,015002e001
01.10.2024 17:40:07	4,148	8,008819e-016	01.10.2024 17:40:07	4,232	5,928031e-013	01.10.2024 17:40:07	4,318	-6,015735e-016	01.10.2024 17:40:07	4,397	5,027698e001
01.10.2024 17:40:07	4,477	1,977689e-014	01.10.2024 17:40:07	4,556	-6,038120e-014	01.10.2024 17:40:07	4,639	2,106672e-013	01.10.2024 17:40:07	4,717	5,015002e001
01.10.2024 17:40:07	4,796	-1,010957e-014	01.10.2024 17:40:07	4,875	2,581033e-013	01.10.2024 17:40:08	4,956	-5,555978e-014	01.10.2024 17:40:08	5,035	5,002306e001
