Sourcefile	20241002 171624 XenonTPDPlat.qmp
Exporttime	02.10.2024 18:17:17

Start Time	02.10.2024 18:14:23
End Time	02.10.2024 18:16:59

		Xe-132			Xe-131			Xe-129			Temp voltage	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Temp [Kelvin]	
02.10.2024 18:14:23	0,000	2,261660e-014	02.10.2024 18:14:23	0,079	1,167455e-013	02.10.2024 18:14:23	0,159	1,890273e-014	02.10.2024 18:14:23	0,239	4,319885e001
02.10.2024 18:14:23	0,318	-1,045843e-014	02.10.2024 18:14:23	0,396	1,699905e-013	02.10.2024 18:14:23	0,475	1,416307e-013	02.10.2024 18:14:23	0,554	4,297666e001
02.10.2024 18:14:23	0,633	1,569664e-013	02.10.2024 18:14:23	0,713	2,076976e-014	02.10.2024 18:14:23	0,792	-4,863295e-014	02.10.2024 18:14:23	0,872	4,300840e001
02.10.2024 18:14:24	0,951	-4,815255e-014	02.10.2024 18:14:24	1,031	1,059821e-014	02.10.2024 18:14:24	1,110	1,113991e-013	02.10.2024 18:14:24	1,190	4,345277e001
02.10.2024 18:14:24	1,270	2,993226e-014	02.10.2024 18:14:24	1,354	-7,717314e-014	02.10.2024 18:14:24	1,434	-1,119674e-014	02.10.2024 18:14:24	1,513	4,307188e001
02.10.2024 18:14:24	1,591	1,961421e-014	02.10.2024 18:14:24	1,676	-1,504792e-014	02.10.2024 18:14:24	1,757	-6,499575e-014	02.10.2024 18:14:24	1,837	4,310363e001
02.10.2024 18:14:25	1,917	1,625562e-015	02.10.2024 18:14:25	1,996	-6,111183e-014	02.10.2024 18:14:25	2,076	3,830417e-016	02.10.2024 18:14:25	2,156	4,262752e001
02.10.2024 18:14:25	2,234	-1,717128e-015	02.10.2024 18:14:25	2,313	-4,615433e-015	02.10.2024 18:14:25	2,392	3,210993e-014	02.10.2024 18:14:25	2,472	4,294492e001
02.10.2024 18:14:25	2,550	1,544439e-014	02.10.2024 18:14:25	2,635	-4,091131e-015	02.10.2024 18:14:25	2,721	-1,113924e-013	02.10.2024 18:14:25	2,800	4,338929e001
02.10.2024 18:14:25	2,879	2,335522e-014	02.10.2024 18:14:26	2,966	-6,021704e-014	02.10.2024 18:14:26	3,049	-9,715849e-014	02.10.2024 18:14:26	3,129	4,297666e001
02.10.2024 18:14:26	3,208	-6,809518e-014	02.10.2024 18:14:26	3,286	-4,394730e-014	02.10.2024 18:14:26	3,365	6,439386e-015	02.10.2024 18:14:26	3,445	4,335755e001
02.10.2024 18:14:26	3,525	1,299710e-013	02.10.2024 18:14:26	3,605	2,592330e-013	02.10.2024 18:14:26	3,688	1,133318e-014	02.10.2024 18:14:26	3,767	4,313537e001
02.10.2024 18:14:26	3,851	1,919791e-015	02.10.2024 18:14:27	3,930	1,718136e-014	02.10.2024 18:14:27	4,009	9,775978e-016	02.10.2024 18:14:27	4,089	4,351625e001
02.10.2024 18:14:27	4,168	-7,001646e-014	02.10.2024 18:14:27	4,248	5,059088e-013	02.10.2024 18:14:27	4,328	-9,736602e-015	02.10.2024 18:14:27	4,411	4,332581e001
02.10.2024 18:14:27	4,489	-5,746550e-015	02.10.2024 18:14:27	4,572	-1,071191e-013	02.10.2024 18:14:27	4,651	-6,449758e-015	02.10.2024 18:14:27	4,731	4,367495e001
02.10.2024 18:14:27	4,809	1,287236e-014	02.10.2024 18:14:27	4,888	-5,575024e-014	02.10.2024 18:14:28	4,967	2,384922e-013	02.10.2024 18:14:28	5,047	4,380192e001
02.10.2024 18:14:28	5,125	6,140398e-014	02.10.2024 18:14:28	5,204	5,754394e-014	02.10.2024 18:14:28	5,283	2,942558e-015	02.10.2024 18:14:28	5,363	4,367495e001
02.10.2024 18:14:28	5,443	3,983948e-015	02.10.2024 18:14:28	5,525	1,243469e-013	02.10.2024 18:14:28	5,605	1,342641e-013	02.10.2024 18:14:28	5,684	4,351625e001
02.10.2024 18:14:28	5,763	-7,364179e-015	02.10.2024 18:14:28	5,843	7,377701e-014	02.10.2024 18:14:29	5,922	-7,840618e-015	02.10.2024 18:14:29	6,002	4,338929e001
02.10.2024 18:14:29	6,082	1,312013e-013	02.10.2024 18:14:29	6,161	1,256441e-013	02.10.2024 18:14:29	6,241	-4,439326e-015	02.10.2024 18:14:29	6,321	4,329407e001
02.10.2024 18:14:29	6,399	3,396102e-015	02.10.2024 18:14:29	6,479	2,217538e-012	02.10.2024 18:14:29	6,558	4,181113e-015	02.10.2024 18:14:29	6,637	4,335755e001
02.10.2024 18:14:29	6,716	-4,554729e-014	02.10.2024 18:14:29	6,800	-5,339454e-014	02.10.2024 18:14:29	6,884	-2,166036e-014	02.10.2024 18:14:30	6,963	4,342103e001
