Sourcefile	20241002 185740 XenonTPDPlat.qmp
Exporttime	02.10.2024 19:01:16

Start Time	02.10.2024 18:57:51
End Time	02.10.2024 19:00:47

		Xe-132			Xe-131			Xe-129			Temp voltage	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Temp [Kelvin]	
02.10.2024 18:57:51	0,000	-4,380753e-014	02.10.2024 18:57:51	0,080	-4,660814e-014	02.10.2024 18:57:51	0,159	6,302644e-015	02.10.2024 18:57:51	0,238	4,408758e001
02.10.2024 18:57:51	0,318	1,031101e-014	02.10.2024 18:57:51	0,398	-7,145951e-015	02.10.2024 18:57:51	0,477	4,489377e-015	02.10.2024 18:57:51	0,556	4,389714e001
02.10.2024 18:57:51	0,636	-4,471373e-014	02.10.2024 18:57:52	0,717	2,537691e-014	02.10.2024 18:57:52	0,801	-6,371636e-015	02.10.2024 18:57:52	0,880	4,440499e001
02.10.2024 18:57:52	0,959	-1,024539e-014	02.10.2024 18:57:52	1,038	1,142690e-013	02.10.2024 18:57:52	1,117	2,426429e-016	02.10.2024 18:57:52	1,195	4,415106e001
02.10.2024 18:57:52	1,275	-2,449336e-015	02.10.2024 18:57:52	1,356	-7,101084e-014	02.10.2024 18:57:52	1,436	2,654620e-014	02.10.2024 18:57:52	1,514	4,437325e001
02.10.2024 18:57:52	1,594	9,909625e-014	02.10.2024 18:57:52	1,673	5,228298e-015	02.10.2024 18:57:53	1,753	-5,445300e-014	02.10.2024 18:57:53	1,832	4,421454e001
02.10.2024 18:57:53	1,911	-4,771092e-015	02.10.2024 18:57:53	1,991	5,014742e-014	02.10.2024 18:57:53	2,070	-1,590464e-014	02.10.2024 18:57:53	2,149	4,415106e001
02.10.2024 18:57:53	2,228	1,278751e-014	02.10.2024 18:57:53	2,307	3,327437e-015	02.10.2024 18:57:53	2,386	-7,466005e-014	02.10.2024 18:57:53	2,465	4,424628e001
02.10.2024 18:57:53	2,545	-1,187645e-014	02.10.2024 18:57:53	2,624	2,963613e-016	02.10.2024 18:57:53	2,704	-4,535770e-015	02.10.2024 18:57:54	2,782	4,408758e001
02.10.2024 18:57:54	2,864	3,968502e-014	02.10.2024 18:57:54	2,944	7,799506e-014	02.10.2024 18:57:54	3,023	-6,083325e-014	02.10.2024 18:57:54	3,101	4,373844e001
02.10.2024 18:57:54	3,182	1,176840e-014	02.10.2024 18:57:54	3,261	1,316934e-014	02.10.2024 18:57:54	3,340	-1,413142e-016	02.10.2024 18:57:54	3,417	4,380192e001
02.10.2024 18:57:54	3,498	-1,625656e-014	02.10.2024 18:57:54	3,577	2,076058e-014	02.10.2024 18:57:54	3,657	1,635911e-014	02.10.2024 18:57:55	3,736	4,396062e001
02.10.2024 18:57:55	3,816	-1,914144e-014	02.10.2024 18:57:55	3,895	-1,075572e-015	02.10.2024 18:57:55	3,974	4,844944e-015	02.10.2024 18:57:55	4,053	4,383366e001
02.10.2024 18:57:55	4,133	-9,048341e-015	02.10.2024 18:57:55	4,212	1,461178e-014	02.10.2024 18:57:55	4,292	6,656696e-015	02.10.2024 18:57:55	4,371	4,405584e001
02.10.2024 18:57:55	4,451	-1,100751e-014	02.10.2024 18:57:55	4,530	1,222379e-015	02.10.2024 18:57:55	4,608	2,232298e-014	02.10.2024 18:57:55	4,686	4,383366e001
02.10.2024 18:57:56	4,766	4,200943e-015	02.10.2024 18:57:56	4,846	-7,474056e-015	02.10.2024 18:57:56	4,925	3,157490e-014	02.10.2024 18:57:56	5,003	4,364322e001
02.10.2024 18:57:56	5,083	1,253723e-014	02.10.2024 18:57:56	5,163	-7,363753e-014	02.10.2024 18:57:56	5,242	7,422773e-016	02.10.2024 18:57:56	5,321	4,380192e001
02.10.2024 18:57:56	5,401	1,472500e-014	02.10.2024 18:57:56	5,480	-6,195858e-014	02.10.2024 18:57:56	5,558	-3,051978e-014	02.10.2024 18:57:56	5,637	4,345277e001
02.10.2024 18:57:56	5,716	-3,911308e-015	02.10.2024 18:57:57	5,795	1,178586e-013	02.10.2024 18:57:57	5,873	1,077860e-014	02.10.2024 18:57:57	5,955	4,361147e001
02.10.2024 18:57:57	6,034	-4,251524e-014	02.10.2024 18:57:57	6,116	-9,674335e-014	02.10.2024 18:57:57	6,195	1,142254e-013	02.10.2024 18:57:57	6,275	4,364322e001
02.10.2024 18:57:57	6,358	-1,039800e-013	02.10.2024 18:57:57	6,437	-5,885516e-014	02.10.2024 18:57:57	6,515	1,556281e-014	02.10.2024 18:57:57	6,594	4,361147e001
02.10.2024 18:57:57	6,674	-1,443047e-015	02.10.2024 18:57:58	6,754	1,687431e-014	02.10.2024 18:57:58	6,833	1,810524e-014	02.10.2024 18:57:58	6,911	4,478587e001
02.10.2024 18:57:58	6,991	-1,297034e-014	02.10.2024 18:57:58	7,069	-6,863239e-014	02.10.2024 18:57:58	7,148	2,002198e-014	02.10.2024 18:57:58	7,227	4,377018e001
02.10.2024 18:57:58	7,307	8,103712e-015	02.10.2024 18:57:58	7,386	2,226895e-014	02.10.2024 18:57:58	7,464	2,452478e-014	02.10.2024 18:57:58	7,546	4,389714e001
02.10.2024 18:57:58	7,626	1,316903e-014	02.10.2024 18:57:58	7,706	-1,839184e-014	02.10.2024 18:57:59	7,785	9,541053e-014	02.10.2024 18:57:59	7,864	4,408758e001
02.10.2024 18:57:59	7,944	-7,076967e-015	02.10.2024 18:57:59	8,023	3,182609e-014	02.10.2024 18:57:59	8,103	1,904712e-014	02.10.2024 18:57:59	8,181	4,386540e001
02.10.2024 18:57:59	8,261	2,791478e-015	02.10.2024 18:57:59	8,339	7,071570e-014	02.10.2024 18:57:59	8,419	-5,687552e-014	02.10.2024 18:57:59	8,497	4,389714e001
02.10.2024 18:57:59	8,577	1,526737e-014	02.10.2024 18:57:59	8,656	-1,895220e-014	02.10.2024 18:58:00	8,735	1,004731e-014	02.10.2024 18:58:00	8,813	4,462717e001
02.10.2024 18:58:00	8,893	-4,653583e-014	02.10.2024 18:58:00	8,973	5,893724e-014	02.10.2024 18:58:00	9,058	-6,865466e-014	02.10.2024 18:58:00	9,135	4,396062e001
02.10.2024 18:58:00	9,215	-6,769380e-014	02.10.2024 18:58:00	9,294	-8,566815e-014	02.10.2024 18:58:00	9,372	4,215909e-015	02.10.2024 18:58:00	9,451	4,396062e001
02.10.2024 18:58:00	9,538	-2,356552e-015	02.10.2024 18:58:00	9,617	-4,569010e-014	02.10.2024 18:58:00	9,696	8,379138e-014	02.10.2024 18:58:01	9,775	4,357973e001
02.10.2024 18:58:01	9,855	3,373457e-014	02.10.2024 18:58:01	9,934	-5,835667e-016	02.10.2024 18:58:01	10,014	-8,563055e-015	02.10.2024 18:58:01	10,093	4,402410e001
02.10.2024 18:58:01	10,175	8,436388e-015	02.10.2024 18:58:01	10,254	3,317178e-013	02.10.2024 18:58:01	10,334	1,365831e-015	02.10.2024 18:58:01	10,413	4,377018e001
02.10.2024 18:58:01	10,493	1,072152e-014	02.10.2024 18:58:01	10,572	-9,629773e-014	02.10.2024 18:58:01	10,650	1,089251e-013	02.10.2024 18:58:02	10,727	4,373844e001
02.10.2024 18:58:02	10,807	1,651415e-014	02.10.2024 18:58:02	10,888	-6,583751e-015	02.10.2024 18:58:02	10,967	3,065257e-015	02.10.2024 18:58:02	11,046	4,421454e001
02.10.2024 18:58:02	11,126	5,633318e-015	02.10.2024 18:58:02	11,214	3,407372e-014	02.10.2024 18:58:02	11,293	-9,897450e-015	02.10.2024 18:58:02	11,371	4,380192e001
02.10.2024 18:58:02	11,451	1,301003e-014	02.10.2024 18:58:02	11,530	2,454523e-014	02.10.2024 18:58:02	11,614	1,725554e-013	02.10.2024 18:58:02	11,692	4,348451e001
02.10.2024 18:58:03	11,772	-9,301977e-015	02.10.2024 18:58:03	11,850	9,031344e-014	02.10.2024 18:58:03	11,929	1,257383e-013	02.10.2024 18:58:03	12,009	4,377018e001
02.10.2024 18:58:03	12,089	1,134109e-014	02.10.2024 18:58:03	12,168	-8,046423e-014	02.10.2024 18:58:03	12,247	2,577526e-015	02.10.2024 18:58:03	12,330	4,405584e001
02.10.2024 18:58:03	12,410	1,439036e-013	02.10.2024 18:58:03	12,489	8,787817e-014	02.10.2024 18:58:03	12,569	-1,062019e-014	02.10.2024 18:58:03	12,646	4,377018e001
02.10.2024 18:58:04	12,728	-8,177236e-014	02.10.2024 18:58:04	12,812	-1,032353e-013	02.10.2024 18:58:04	12,891	1,104404e-013	02.10.2024 18:58:04	12,969	4,361147e001
02.10.2024 18:58:04	13,049	1,325048e-013	02.10.2024 18:58:04	13,128	-6,501467e-014	02.10.2024 18:58:04	13,208	1,373001e-014	02.10.2024 18:58:04	13,285	4,348451e001
02.10.2024 18:58:04	13,365	-5,757873e-014	02.10.2024 18:58:04	13,444	2,058875e-014	02.10.2024 18:58:04	13,523	-1,548926e-014	02.10.2024 18:58:04	13,601	4,380192e001
02.10.2024 18:58:04	13,682	1,226764e-013	02.10.2024 18:58:05	13,761	1,152969e-013	02.10.2024 18:58:05	13,845	-4,205825e-015	02.10.2024 18:58:05	13,924	4,386540e001
02.10.2024 18:58:05	14,004	-1,342053e-014	02.10.2024 18:58:05	14,093	2,416099e-013	02.10.2024 18:58:05	14,172	1,561806e-014	02.10.2024 18:58:05	14,253	4,342103e001
02.10.2024 18:58:05	14,332	3,723627e-016	02.10.2024 18:58:05	14,411	3,204798e-014	02.10.2024 18:58:05	14,489	5,224028e-015	02.10.2024 18:58:05	14,569	4,396062e001
02.10.2024 18:58:05	14,649	-4,808327e-015	02.10.2024 18:58:06	14,729	2,889574e-014	02.10.2024 18:58:06	14,809	-1,196996e-013	02.10.2024 18:58:06	14,888	4,345277e001
02.10.2024 18:58:06	14,968	4,704554e-015	02.10.2024 18:58:06	15,047	1,522982e-014	02.10.2024 18:58:06	15,126	-8,773045e-015	02.10.2024 18:58:06	15,205	4,357973e001
02.10.2024 18:58:06	15,284	-8,053654e-014	02.10.2024 18:58:06	15,372	3,399036e-013	02.10.2024 18:58:06	15,451	-1,028367e-013	02.10.2024 18:58:06	15,529	4,411932e001
02.10.2024 18:58:06	15,608	-7,068854e-014	02.10.2024 18:58:06	15,687	1,369247e-014	02.10.2024 18:58:07	15,766	1,454398e-013	02.10.2024 18:58:07	15,845	4,421454e001
02.10.2024 18:58:07	15,925	-2,357770e-015	02.10.2024 18:58:07	16,004	3,969815e-014	02.10.2024 18:58:07	16,083	-1,256685e-014	02.10.2024 18:58:07	16,162	4,377018e001
02.10.2024 18:58:07	16,241	-6,746647e-014	02.10.2024 18:58:07	16,321	-7,781043e-014	02.10.2024 18:58:07	16,401	-1,121903e-014	02.10.2024 18:58:07	16,479	4,411932e001
02.10.2024 18:58:07	16,559	1,119186e-014	02.10.2024 18:58:07	16,639	5,021977e-015	02.10.2024 18:58:08	16,718	-5,619886e-015	02.10.2024 18:58:08	16,800	4,418280e001
02.10.2024 18:58:08	16,879	1,825296e-014	02.10.2024 18:58:08	16,959	-2,584243e-015	02.10.2024 18:58:08	17,039	-3,415341e-016	02.10.2024 18:58:08	17,117	4,411932e001
02.10.2024 18:58:08	17,197	-1,278262e-014	02.10.2024 18:58:08	17,276	-7,045447e-014	02.10.2024 18:58:08	17,360	1,676230e-014	02.10.2024 18:58:08	17,439	4,405584e001
02.10.2024 18:58:08	17,524	-9,845436e-014	02.10.2024 18:58:08	17,604	4,600476e-014	02.10.2024 18:58:08	17,683	-7,622695e-014	02.10.2024 18:58:09	17,765	4,437325e001
02.10.2024 18:58:09	17,845	5,478665e-014	02.10.2024 18:58:09	17,924	-8,091811e-015	02.10.2024 18:58:09	18,002	-1,365554e-014	02.10.2024 18:58:09	18,080	4,411932e001
