Sourcefile	20241001 155937 XenonTPDPlat.qmp
Exporttime	01.10.2024 16:29:54

Start Time	01.10.2024 16:27:18
End Time	01.10.2024 16:29:45

		Xe-132			Xe-131			Xe-129			Temp voltage	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Temp [Kelvin]	
01.10.2024 16:27:18	0,000	-4,061160e-015	01.10.2024 16:27:18	0,079	2,501922e-014	01.10.2024 16:27:18	0,158	1,215047e-013	01.10.2024 16:27:18	0,238	5,230837e001
01.10.2024 16:27:18	0,317	-7,681848e-014	01.10.2024 16:27:18	0,405	8,301210e-014	01.10.2024 16:27:18	0,484	3,218472e-015	01.10.2024 16:27:18	0,563	5,281622e001
01.10.2024 16:27:19	0,643	-1,251160e-014	01.10.2024 16:27:19	0,722	-1,648119e-014	01.10.2024 16:27:19	0,801	2,516114e-013	01.10.2024 16:27:19	0,880	5,227664e001
01.10.2024 16:27:19	0,959	1,300223e-013	01.10.2024 16:27:19	1,038	-3,293188e-014	01.10.2024 16:27:19	1,117	2,964046e-014	01.10.2024 16:27:19	1,196	5,249882e001
01.10.2024 16:27:19	1,275	8,046942e-015	01.10.2024 16:27:19	1,354	-1,268281e-014	01.10.2024 16:27:19	1,433	-4,011109e-015	01.10.2024 16:27:19	1,513	5,303841e001
01.10.2024 16:27:19	1,592	-4,744143e-014	01.10.2024 16:27:20	1,671	-5,619832e-014	01.10.2024 16:27:20	1,750	-7,278415e-014	01.10.2024 16:27:20	1,829	5,278448e001
01.10.2024 16:27:20	1,908	1,929923e-014	01.10.2024 16:27:20	1,988	-2,876723e-014	01.10.2024 16:27:20	2,068	2,675100e-014	01.10.2024 16:27:20	2,147	5,249882e001
01.10.2024 16:27:20	2,226	-5,997741e-014	01.10.2024 16:27:20	2,304	1,788488e-014	01.10.2024 16:27:20	2,383	6,967710e-015	01.10.2024 16:27:20	2,463	5,287970e001
01.10.2024 16:27:20	2,543	8,932884e-014	01.10.2024 16:27:20	2,622	-5,907062e-014	01.10.2024 16:27:21	2,701	-4,676782e-015	01.10.2024 16:27:21	2,781	5,230837e001
01.10.2024 16:27:21	2,861	2,045508e-014	01.10.2024 16:27:21	2,941	1,367263e-014	01.10.2024 16:27:21	3,021	2,416344e-013	01.10.2024 16:27:21	3,102	5,265752e001
