Sourcefile	20240911 114548 XenonTPDPlat.qmp
Exporttime	11.09.2024 11:50:43

Start Time	11.09.2024 11:45:56
End Time	11.09.2024 11:48:59

		Xe-132			Xe-131			Xe-129			Temp voltage	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Temp [Kelvin]	
11.09.2024 11:45:56	0,000	7,577828e-015	11.09.2024 11:45:57	0,079	-1,226377e-014	11.09.2024 11:45:57	0,159	1,906116e-014	11.09.2024 11:45:57	0,239	6,151313e001
11.09.2024 11:45:57	0,319	8,832864e-015	11.09.2024 11:45:57	0,399	5,088667e-013	11.09.2024 11:45:57	0,478	1,726897e-015	11.09.2024 11:45:57	0,557	6,135442e001
11.09.2024 11:45:57	0,637	-7,053962e-014	11.09.2024 11:45:57	0,718	-1,819860e-013	11.09.2024 11:45:57	0,797	1,870559e-014	11.09.2024 11:45:57	0,876	6,144965e001
11.09.2024 11:45:57	0,954	-4,802220e-015	11.09.2024 11:45:58	1,033	-4,648090e-014	11.09.2024 11:45:58	1,113	2,694728e-015	11.09.2024 11:45:58	1,192	6,167183e001
11.09.2024 11:45:58	1,273	-5,675775e-014	11.09.2024 11:45:58	1,353	-4,232696e-014	11.09.2024 11:45:58	1,433	1,036311e-013	11.09.2024 11:45:58	1,511	6,157660e001
11.09.2024 11:45:58	1,592	-2,019564e-014	11.09.2024 11:45:58	1,671	-5,504822e-014	11.09.2024 11:45:58	1,750	1,403192e-013	11.09.2024 11:45:58	1,829	6,192575e001
11.09.2024 11:45:58	1,909	1,643175e-014	11.09.2024 11:45:58	1,989	8,030673e-013	11.09.2024 11:45:59	2,069	-6,604508e-014	11.09.2024 11:45:59	2,146	6,164009e001
11.09.2024 11:45:59	2,226	-2,564398e-015	11.09.2024 11:45:59	2,313	7,395708e-014	11.09.2024 11:45:59	2,393	-7,789951e-015	11.09.2024 11:45:59	2,472	6,135442e001
11.09.2024 11:45:59	2,552	1,098919e-014	11.09.2024 11:45:59	2,631	-3,624927e-014	11.09.2024 11:45:59	2,710	1,470896e-013	11.09.2024 11:45:59	2,790	6,132268e001
11.09.2024 11:45:59	2,870	-1,898486e-014	11.09.2024 11:45:59	2,954	-5,414853e-014	11.09.2024 11:46:00	3,040	1,769076e-014	11.09.2024 11:46:00	3,119	6,164009e001
