Sourcefile	20240910 092527 XenonTPDPlat.qmp
Exporttime	10.09.2024 09:28:01

Start Time	10.09.2024 09:25:34
End Time	10.09.2024 09:27:51

		Xe-132			Xe-131			Xe-129			Temp voltage	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Temp [Kelvin]	
10.09.2024 09:25:34	0,000	5,091011e-016	10.09.2024 09:25:34	0,080	1,451502e-014	10.09.2024 09:25:34	0,159	-2,101392e-014	10.09.2024 09:25:34	0,239	5,767252e001
10.09.2024 09:25:34	0,318	8,928706e-015	10.09.2024 09:25:34	0,398	2,692896e-015	10.09.2024 09:25:34	0,477	-9,259860e-015	10.09.2024 09:25:35	0,556	5,725990e001
10.09.2024 09:25:35	0,636	4,269625e-015	10.09.2024 09:25:35	0,715	1,490935e-014	10.09.2024 09:25:35	0,795	-1,269779e-014	10.09.2024 09:25:35	0,873	5,722815e001
10.09.2024 09:25:35	0,951	3,517275e-015	10.09.2024 09:25:35	1,030	2,877641e-014	10.09.2024 09:25:35	1,109	7,589731e-015	10.09.2024 09:25:35	1,188	5,732338e001
10.09.2024 09:25:35	1,267	-5,471859e-015	10.09.2024 09:25:35	1,346	1,082691e-013	10.09.2024 09:25:35	1,426	9,337777e-014	10.09.2024 09:25:35	1,506	5,757730e001
10.09.2024 09:25:36	1,585	-1,984129e-014	10.09.2024 09:25:36	1,664	9,568727e-015	10.09.2024 09:25:36	1,743	7,827492e-015	10.09.2024 09:25:36	1,822	5,754556e001
10.09.2024 09:25:36	1,901	-6,036503e-015	10.09.2024 09:25:36	1,980	-6,128666e-016	10.09.2024 09:25:36	2,059	1,304786e-015	10.09.2024 09:25:36	2,137	5,748208e001
10.09.2024 09:25:36	2,216	2,635851e-014	10.09.2024 09:25:36	2,296	-1,422026e-014	10.09.2024 09:25:36	2,385	1,563270e-014	10.09.2024 09:25:36	2,464	5,770426e001
10.09.2024 09:25:37	2,543	1,216304e-014	10.09.2024 09:25:37	2,623	-8,302102e-015	10.09.2024 09:25:37	2,701	-5,317304e-014	10.09.2024 09:25:37	2,780	5,745034e001
10.09.2024 09:25:37	2,861	-7,719937e-014	10.09.2024 09:25:37	2,940	-4,398185e-014	10.09.2024 09:25:37	3,019	5,959591e-015	10.09.2024 09:25:37	3,099	5,735512e001
10.09.2024 09:25:37	3,178	-1,819374e-015	10.09.2024 09:25:37	3,258	-5,764258e-015	10.09.2024 09:25:37	3,336	1,101758e-014	10.09.2024 09:25:37	3,415	5,741860e001
10.09.2024 09:25:37	3,495	-6,037116e-014	10.09.2024 09:25:38	3,575	1,374344e-014	10.09.2024 09:25:38	3,654	1,225461e-014	10.09.2024 09:25:38	3,733	5,767252e001
