Sourcefile	20240910 094741 XenonTPDPlat.qmp
Exporttime	10.09.2024 09:50:40

Start Time	10.09.2024 09:47:55
End Time	10.09.2024 09:50:26

		Xe-132			Xe-131			Xe-129			Temp voltage	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Temp [Kelvin]	
10.09.2024 09:47:55	0,000	1,894640e-014	10.09.2024 09:47:55	0,079	8,928237e-013	10.09.2024 09:47:55	0,158	-6,535893e-014	10.09.2024 09:47:55	0,237	5,167357e001
10.09.2024 09:47:55	0,315	3,891464e-015	10.09.2024 09:47:55	0,394	-4,883593e-014	10.09.2024 09:47:55	0,474	-7,461909e-014	10.09.2024 09:47:55	0,552	5,176879e001
10.09.2024 09:47:55	0,631	4,608108e-015	10.09.2024 09:47:56	0,713	1,143450e-012	10.09.2024 09:47:56	0,792	-7,912587e-014	10.09.2024 09:47:56	0,870	5,180053e001
10.09.2024 09:47:56	0,949	1,078562e-014	10.09.2024 09:47:56	1,029	5,522186e-013	10.09.2024 09:47:56	1,109	4,084758e-014	10.09.2024 09:47:56	1,188	5,180053e001
10.09.2024 09:47:56	1,267	-7,462338e-014	10.09.2024 09:47:56	1,346	2,625444e-015	10.09.2024 09:47:56	1,425	2,980829e-014	10.09.2024 09:47:56	1,503	5,167357e001
10.09.2024 09:47:56	1,582	1,230558e-014	10.09.2024 09:47:57	1,676	-6,653034e-014	10.09.2024 09:47:57	1,755	1,752595e-014	10.09.2024 09:47:57	1,834	5,141964e001
10.09.2024 09:47:57	1,914	1,613478e-014	10.09.2024 09:47:57	2,000	2,712397e-013	10.09.2024 09:47:57	2,079	-1,867388e-014	10.09.2024 09:47:57	2,165	5,167357e001
10.09.2024 09:47:57	2,245	1,762300e-014	10.09.2024 09:47:57	2,331	-6,402786e-014	10.09.2024 09:47:57	2,411	-2,221970e-016	10.09.2024 09:47:57	2,491	5,170531e001
10.09.2024 09:47:57	2,571	-4,545235e-015	10.09.2024 09:47:58	2,655	1,618963e-012	10.09.2024 09:47:58	2,737	1,589763e-013	10.09.2024 09:47:58	2,816	5,145138e001
10.09.2024 09:47:58	2,895	1,716915e-014	10.09.2024 09:47:58	2,979	1,188194e-012	10.09.2024 09:47:58	3,057	2,141862e-013	10.09.2024 09:47:58	3,135	5,218142e001
